id,academic_year_id/id,class_id/id,compulsory_subjects/id,from_date,optional_subjects/id,roll_no,selective_subjects/id,student_id/id,till_date,level/id,section/id
__export__.education_class_history_44_158d919e,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,44,__export__.education_syllabus_24_5032abc2,__export__.education_student_44_0f788c77,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_45_dbf6d719,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,45,__export__.education_syllabus_24_5032abc2,__export__.education_student_45_5999b42a,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_46_ac80eba0,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,46,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_46_03a72dac,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_47_c5f26250,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,47,__export__.education_syllabus_24_5032abc2,__export__.education_student_47_768f1f45,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_48_7bb8dcec,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,48,__export__.education_syllabus_24_5032abc2,__export__.education_student_48_8a124550,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_49_a61081ca,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,49,__export__.education_syllabus_24_5032abc2,__export__.education_student_49_8d5a36f5,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_50_914cecd6,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,50,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_50_8cb56fee,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_51_e72fb014,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,51,__export__.education_syllabus_24_5032abc2,__export__.education_student_51_14f02104,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_52_0762f065,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,52,__export__.education_syllabus_24_5032abc2,__export__.education_student_52_c9966538,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_53_4a5dfedd,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,53,__export__.education_syllabus_24_5032abc2,__export__.education_student_53_fe99f4c4,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_54_3bbb761b,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,1,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_54_87193ef1,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_55_b3966563,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,2,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_55_6e8565a0,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_56_6c565765,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,3,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_56_40578560,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_57_ac7ec4f5,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,4,__export__.education_syllabus_24_5032abc2,__export__.education_student_57_d051c7a1,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_58_2578d0d2,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,5,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_58_b5a84cae,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_59_8c4c4a3b,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,6,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_59_80cfca2b,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_60_58e07751,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,7,__export__.education_syllabus_24_5032abc2,__export__.education_student_60_11f12cfa,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_61_36e561cc,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,8,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_61_f31b2e61,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_62_aed88562,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,9,__export__.education_syllabus_24_5032abc2,__export__.education_student_62_d3a1e11f,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_63_cea7fb50,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,10,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_63_41070378,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_64_710c5c2b,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,11,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_64_75dd0562,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_65_9e2b9f71,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,12,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_65_2ef8f303,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_66_811da3f1,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,13,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_66_a913a100,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_67_a8f5d272,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,14,__export__.education_syllabus_24_5032abc2,__export__.education_student_67_b44bdfe6,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_68_1e7e563d,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,15,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_68_a1618882,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_69_35123257,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,16,__export__.education_syllabus_24_5032abc2,__export__.education_student_69_acbe9d0d,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_70_82fb3dfe,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,17,__export__.education_syllabus_24_5032abc2,__export__.education_student_70_34fc981a,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_71_b084eb64,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,18,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_71_748240fb,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_72_3e296258,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,19,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_72_22cda2d9,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_73_4f20fede,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,20,__export__.education_syllabus_24_5032abc2,__export__.education_student_73_462945d4,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_74_972c4d71,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,21,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_74_5b494dc2,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_75_c6cc2a88,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,22,__export__.education_syllabus_24_5032abc2,__export__.education_student_75_1ba050cb,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_76_82f5210d,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,23,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_76_0fd48067,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_77_41667af3,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,24,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_77_25c3dced,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_78_e00ab028,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,25,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_78_9ce98476,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_79_e98a4961,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,26,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_79_ae859819,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_80_2639973f,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,27,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_80_5c9ebb5d,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_81_098fd5c5,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,28,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_81_f8719ca5,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_82_a02b3d07,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,29,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_82_2656bbc7,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_83_98a52e5a,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,30,__export__.education_syllabus_24_5032abc2,__export__.education_student_83_14e9fbf0,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_84_a601ccc7,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,31,__export__.education_syllabus_24_5032abc2,__export__.education_student_84_4935d731,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_85_4aec2902,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,32,__export__.education_syllabus_24_5032abc2,__export__.education_student_85_12f779a5,,__export__.education_class_11_1f003666,education_core.class_section2
__export__.education_class_history_86_2b6429be,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_95_1f7d5bb6,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,33,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_86_00834c42,,__export__.education_class_11_1f003666,education_core.class_section2
